Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
        Malawi,distribution losses ,Africa,0.02849,0.028,0.02975,0.03213,0.03332,0.03402,0.03633,0.04004,0.04039,0.0406,0.0497,0.05299,0.05481,0.06671,0.07,0.07126,0.07119,0.07315,0.08288,0.08099,0.116,0.118,0.123,0.126,0.139,0.146,0.149,0.152,0.169,0.184,0.1726,0.18455,0.433,0.37568,0.31479,0.39417,0.2477,0.45941,0.3886,0.434,0.46,0.46
        Mali,distribution losses ,Africa,0.00721,0.00721,0.00889,0.01029,0.01148,0.01169,0.01386,0.01505,0.01652,0.01701,0.01687,0.0175,0.01897,0.02044,0.01925,0.02135,0.02282,0.02653,0.02709,0.02744,0.122,0.134,0.158,0.167,0.18,0.189,0.199,0.222,0.218,0.235,0.267,0.275,0.257,0.318,0.339,0.288,0.307,0.318,0.356,0.36,0.36,0.36
        Mauritania,distribution losses ,Africa,0.00623,0.00672,0.007,0.00707,0.00693,0.00721,0.00728,0.00798,0.00805,0.00861,0.00931,0.00952,0.00973,0.00973,0.01001,0.0112,0.01225,0.01323,0.01365,0.01421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.225,0.217,0.22,0.22
        Mauritius,distribution losses ,Africa,0.03087,0.03052,0.03003,0.03073,0.0315,0.03171,0.03507,0.03955,0.04291,0.04564,0.05033,0.05509,0.06125,0.06538,0.06818,0.0742,0.06475,0.07511,0.07805,0.09443,0.16,0.172,0.175,0.187,0.194,0.204,0.199,0.213,0.216,0.198,0.194,0.194,0.191,0.184,0.182,0.177,0.172,0.187,0.1824,0.1824,0.143,0.143
        Morocco,distribution losses ,Africa,0.512,0.634,0.643,0.657,0.695,0.718,0.704,0.704,0.835,0.85,0.821,0.461,0.312,0.42,1.149,0.905,0.997,1.172,1.163,1.81,1.081,1.298,1.656,1.543,1.597,1.216,1.266,1.415,2.018,2.287,2.678,2.674,3.214,4.915,5.197,5.515,5.653,6.066,6.114238,6.677815,6.770615,6.739186637
        Mozambique,distribution losses ,Africa,0.181,0.182,0.035,0.052,0.063,0.136,0.059,0.069,0.079,0.081,0.072,0.03,0.061,0.086,0.198,0.195,0.343,0.315,0.412,0.212,0.979,1.261,1.349,1.388,1.641,1.629,2.075,2.331,2.244,2.443,2.457,2.456,2.243,2.647,2.612,2.596,2.492,2.603,2.663,2.768,2.768,2.746750397
        Namibia,distribution losses ,Africa,--,--,--,--,--,--,--,--,--,--,0,0.2,0.234,0.196,0.2,0.231,0.22,0.249,0.307,0.222,0.204,0.22,0.23,0.216,0.149,0.384,0.352,0.358,0.323,0.256,0.33,0.361,0.428,0.371,0.546,0.34,0.492,0.450697,0.342105,0.274306,0.308038,0.324825546
        Niger,distribution losses ,Africa,0.00854,0.00952,0.00854,0.0098,0.00896,0.01008,0.01022,0.01036,0.0105,0.01071,0.01106,0.01057,0.01071,0.01043,0.00966,0.00973,0.01001,0.0098,0.00952,0.00994,0.039,0.038,0.031,0.052,0.059,0.067,0.08,0.098,0.09,0.115,0.114,0.138,0.158,0.149,0.185,0.209,0.123,0.203377,0.294718,0.312884,0.329513,0.330214979
        Nigeria,distribution losses ,Africa,2.094,2.05,2.072,2.094,2.394,3.358,2.971,3.402,3.777,3.806,3.902,5.324,5.722,5.54,6.781,5.981,6.736,6.813,6.157,7.053,2.945,3.092,4.309,4.037,4.855,4.708,4.622,3.447,3.167,2.967,3.918,4.055,4.309,4.336,4.838,4.971,5.476,4.832235,5.00658,4.96567,4.864361,4.862295198
        Reunion,distribution losses ,Africa,0.02373,0.02695,0.02996,0.03395,0.03563,0.03871,0.04221,0.04676,0.05173,0.05495,0.06153,0.06664,0.0735,0.07434,0.07518,0.08064,0.08505,0.0987,0.10493,0.10521,0.13587,0.14686,0.14532,0.15155,0.16723,0.17493,0.17738,0.18102,0.18816,0.19453,0.1995,0.20251,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
        Rwanda,distribution losses ,Africa,0.00819,0.00749,0.00952,0.01078,0.01148,0.01155,0.01071,0.01176,0.01197,0.01225,0.01183,0.01169,0.01218,0.01099,0.0112,0.01134,0.01008,0.01148,0.01148,0.00917,0.052,0.054,0.06,0.06,0.052,0.056,0.066,0.066,0.074,0.075,0.074,0.086,0.098,0.094,0.103,0.124,0.152,0.129604,0.152945,0.167125,0.18388,0.1923
        Saint Helena,distribution losses ,Africa,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00021,0.00028,0.00028,0.00035,0.00035,0.00035,0.00035,0.00035,0.00042,0.00042,0.00042,0.00042,0.00042,0.00035,0.00056,0.00058,0.0006,0.00062,0.00064,0.00065,0.00066,0.0008,0.00062,0.0004,0.0007,0.0008,0.0007,0.001541,0.00207,0.002167,0.002167,0.001838,0.00089,0.001688,0.001686,0.001686
        Sao Tome and Principe,distribution losses ,Africa,0.00063,0.00063,0.00077,0.00077,0.00105,0.00105,0.00098,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00126,0.00133,0.0014,0.00147,0.00154,0.00182,0.0078,0.0079,0.0095,0.0101,0.0118,0.0129,0.013,0.013,0.0135,0.0145,0.0153,0.0156,0.016,0.016,0.0146,0.0121,0.0117,0.012,0.0118,0.0119,0.0119,0.011882903
        Senegal,distribution losses ,Africa,0.101,0.105,0.107,0.106,0.117,0.129,0.123,0.154,0.15,0.186,0.165,0.173,0.178,0.178,0.139,0.182,0.222,0.218,0.212,0.266,0.599,0.642,0.529,0.804,0.747,0.767,0.623,0.505,0.85,0.485,0.504,0.495,0.562,0.593,0.599,0.631,0.67,0.671516,0.671849,0.672,0.672,0.672
        Seychelles,distribution losses ,Africa,0.00329,0.00357,0.00371,0.00392,0.00392,0.00434,0.00434,0.0049,0.00546,0.0056,0.00665,0.007,0.00721,0.0077,0.00826,0.00847,0.00875,0.00973,0.01043,0.01134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297,0.03,0.03,0.03,0.03
        Sierra Leone,distribution losses ,Africa,0.01316,0.01484,0.01568,0.01596,0.01701,0.01155,0.01036,0.01029,0.01127,0.01463,0.01477,0.01512,0.01512,0.01533,0.01561,0.0063,0.00945,0.0063,0.00721,0.00476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.072,0.077,0.077,0.077
        Somalia,distribution losses ,Africa,0.00791,0.00525,0.0056,0.007,0.00924,0.01456,0.01666,0.0168,0.01694,0.01701,0.01722,0.01743,0.01743,0.01764,0.01785,0.01792,0.01813,0.01813,0.0182,0.01827,0,0.011,0.011,0.014,0.014,0.024,0.03,0.031,0.03,0.032,0.032,0.033,0.03485,0.03685,0.03701,0.03718,0.0432,0.04698,0.01725,0.01625,0.01522,0.015316857
        South Africa,distribution losses ,Africa,7.554,8.04,8.649,9.373,8.369,8.612,6.144,7.989,7.784,8.77,9.975,10.975,12.033,12.759,14.031,11.532,15.294,16.094,16.534,16.812,17.053,16.251,13.82,19.131,24.105,20.56,21.869,22.017,22.465,24.28,24.468,21.998,22.221,21.488,20.94,19.895,21.399,21.429,22.737,22.904,25.892,25.92239186
        South Sudan,distribution losses ,Africa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.026,0.027,0.028,0.027,0.023,0.023742,0.022006,0.022374,0.022418,0.02241623
        Sudan,distribution losses ,Africa,0.115,0.169,0.184,0.136,0.032,0.174,0.14,0.137,0.259,0.29,0.233,0.397,0.339,0.416,0.514,0.503,0.651,0.791,0.612,0.37,0.315,0.879,0.746,0.809,0.95,0.784,1.045,1.177,1.207,1.423,1.448,1.737,1.794,2.365,2.502,2.87,3.03,3.14,3.0277,3.250027,3.2,3.353928571
        Tanzania,distribution losses ,Africa,0.108,0.1,0.123,0.157,0.195,0.228,0.237,0.326,0.317,0.358,0.325,0.394,0.375,0.448,0.346,0.25,0.163,0.128,0.237,0.569,0.547,0.675,0.464,0.232,0.4,0.544,0.924,0.917,0.827,1.686,1.046,1.159,1.048,1.14,1.135,1.12,1.119,1.138,0.94656,1.04914,1.11,1.09098
        Togo,distribution losses ,Africa,0.016,0.018,0.02,0.019,0.022,0.023,0.024,0.026,0.027,0.03,0.033,0.041,0.029,0.03,0.039,0.032,0.032,0.031,0.03,0.019,0.036,0.0823,0.0774,0.0876,0.087,0.102,0.1012,0.1207,0.1335,0.1381,0.1616,0.1626,0.1642,0.1831,0.1856,0.1838,0.1884,0.121,0.197,0.209503,0.2,0.2
        Tunisia,distribution losses ,Africa,0.357,0.397,0.407,0.457,0.517,0.547,0.53,0.518,0.565,0.573,0.601,0.625,0.649,0.691,0.714,0.759,0.798,0.877,0.963,1.04,1.117,1.262,1.258,1.389,1.543,1.707,1.769,1.87,1.974,1.882,1.874,2.255,2.737,2.707,2.842,3.166,3.052,3.507,3.584,3.641,3.725,3.864714286
        Uganda,distribution losses ,Africa,0.04438,0.0364,0.03941,0.03619,0.04312,0.04424,0.04508,0.04298,0.04095,0.04774,0.05362,0.054271,0.068761,0.067704,0.070455,0.073143,0.078232,0.08757,0.08862,0.08848,0.623,0.621,0.67,0.703,0.749,0.763,0.639,0.794,0.907,0.876,0.962,0.849,0.919,0.947,0.981,0.822,0.913,1.05165,1.02892,1.15727,1.126898,1.126898
        Western Sahara,distribution losses ,Africa,0.00504,0.00504,0.00511,0.00511,0.00511,0.00497,0.00518,0.00532,0.00539,0.00546,0.0056,0.0056,0.0056,0.0056,0.0056,0.00574,0.00574,0.00574,0.00574,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Zambia,distribution losses ,Africa,0.643,0.549,0.649,0.607,0.547,0.535,0.489,0.371,0.256,0.205,0.259,0.338,0.252,0.261,0.28,0.224,0.138,0.164,0.17,0.225,0.247,0.275,0.304,0.332,0.334,0.448,0.564,1.197,2.127,1.802,1.848,2.73,0.945,1.139,2.162,1.276,1.903,1.622298,1.672846,1.610374267,2.099272,2.195103459
        Zimbabwe,distribution losses ,Africa,0.427,0.439,0.45,0.429,0.444,0.472,0.493,0.508,0.524,0.431,0.666,0.924,1.683,0.504,0.787,0.738,0.465,0.807,1.212,1.408,1.422,1.574,2.097,1.444,1.473,1.58,1.274,1.219,0.967,1.234,1.693,1.611,1.765,1.702,1.648,1.653,1.596,1.728908,1.747814,1.552412,1.444983,1.444983
        Armenia,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,2.53,2.39,2.241,2.195,2.349,1.251,1.764,1.437,1.512,1.502,1.414,1.24,0.956,1.001,0.779,0.7754,0.892,0.843,0.73,0.904,0.981,0.949,0.929,0.812,0.706,0.668,0.611,0.548,0.565,0.565
        Azerbaijan,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,2.786,3.8,2.305,2.776,2.721,3.108,2.153,2.788,2.77,2.56,3.814,3.459,2.762,4.031,3.775,3.432,3.163,4.1,3.83,3.973,3.368,3.281,3.363,2.869,2.35,2.251,2.2198,2.226,2.042,0.16
        Belarus,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,3.125,4.047,3.837,3.636,3.757,3.801,3.796,3.544,3.41,3.455,3.406,3.45,3.578,3.634,3.841,3.724,3.714,3.487,3.774,3.412,3.406,3.342,3.187,2.916,2.876,2.872,2.835,2.711,2.736,2.734984716
        Former U.S.S.R.,distribution losses ,Eurasia,106.9,107.8,112.6,115.3,126.1,133.7,137.3,142.6,139.9,141.6,142,140.926,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Georgia,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,2,1.797,1.911,1.902,2.095,1.557,1.132,1.24,1.249,0.845,1.208,1.157,1.079,1.134,1.038,1.07,1.095,1.081,1.103,1.142,1.094,0.805,0.6,0.711,0.784,0.904,0.886,0.9182,0.888,0.860015237
        Kazakhstan,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,8.851,9.274,9.563,10.143,8.976,8.037,8.514,8.118,7.167,6.472,5.859,6.208,6.838,6.946,6.651,7.191,7.114,6.472,6.633,6.367,7.142,11.174,7.082,5.174,5.342,6.411,6.569,9.689,6.746,7.050466667
        Kyrgyzstan,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,1.1,1.784,2.148,3.457,4.565,4.116,3.82,3.618,3.791,4.674,4.428,4.12,4.575,5.135,4.662,4.583,3.69,2.758,2.915,3.389,3.361,2.841,3.458,2.668,2.655,2.844,2.814,2.514,2.745,2.741749705
        Moldova,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,1.199,1.447,1.527,1.5,1.442,1.452,1.262,1.499,0.907,0.879,0.383,0.296,0.489,0.473,0.493,0.506,0.63,0.45,0.468,0.453,0.446,0.431,0.481,0.393,0.428,0.429,0.441,0.425,0.42,0.42
        Russia,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,84.093,87.713,85.446,83.475,84.456,84.389,93.232,96.168,101.641,105.49,107.576,110.503,112.591,112.587,107.589,104.855,109.24,106.792,104.933,105.002,106.667,106.994,106.567,106.553,107.247,105.261,103.119,99.077,95.572,95.572
        Tajikistan,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,1.2,2.196,2.155,1.619,1.761,1.951,2.093,2.219,2.143,2.189,2.331,2.527,2.455,2.746,2.745,2.954,2.985,2.099,2.33,2.271,2.445,2.528,2.804,2.67,2.746,2.884,2.878,2.429,2.549,2.621133333
        Turkmenistan,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,1.095,1.177,0.978,1.206,1.131,0.935,1.257,1.156,1.401,1.491,1.499,1.468,1.627,1.772,1.821,1.948,2.073,2.091,2.129,2.187,2.232,2.382,2.544,2.892,2.892,2.892,2.892,2.892,2.892,2.9685
        Ukraine,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,22.487,22.084,21.446,18.555,24.715,28.161,29.767,29.984,30.964,34.059,33.492,32.079,27.312,24.797,23.888,22.952,22.363,20.692,21.695,21.261,21.421,20.714,19.615,17.442,16.626,16.787,16.9958,16.4341,15.44535,14.84230357
        Uzbekistan,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,4.77,4.458,4.336,4.143,4.061,4.008,4.152,4.11,4.335,7.359,8.109,8.591,9.105,8.052,6.625,6.559,7.399,7.668,8.983,8.813,8.668,9.172,9.195,9.018,9.102,9.831,3.746,3.858,3.89,3.893387679
        Albania,distribution losses ,Europe,0.161,0.161,0.161,0.16,0.16,0.161,0.162,0.162,0.173,0.219,1.687,1.278,1.411,1.655,1.843,2.283,2.887,2.913,3.189,2.213,2.073,1.889,1.297,2.091,1.968,0.628,2.489,2.085,1.19884,1.25041,1.12132,1.07628,1.1193,1.95349,1.11907,1.25,1.9859,1.276047,1.1557,1.08183,0.93263,0.999072126
        Austria,distribution losses ,Europe,2.628,2.717,2.647,2.53,2.612,2.754,2.811,2.857,2.824,2.769,2.965,3.03,2.914,3.171,3.059,3.328,3.246,3.185,3.34,3.38,3.216,3.705,3.184,3.307,3.427,3.432,3.349,3.473,3.448,3.582,3.350899,3.470055,3.528233,3.541171,3.409874,3.466995,3.339002,3.459036,3.3359859,3.3045379,3.191822,3.2357993
        Belgium,distribution losses ,Europe,2.757,2.634,2.676,2.678,2.876,3.029,3.065,3.242,3.249,3.325,3.604,3.505,3.537,3.673,3.57,3.673,3.834,3.691,3.839,4.126,3.789,3.886,3.772,3.757,3.751,3.856,3.965,3.972,4.021,3.937,4.149,3.964,4.114,3.957,3.785,3.816,3.881,3.8493,3.7817,3.5902,3.4549,3.5741
        Bosnia and Herzegovina,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,1.08,0.663,0.808,0.843,1.565,1.801,1.522,1.577,1.749,1.781,1.806,1.93,2.043,2.227,2.222,2.218,1.966,1.875,1.602,1.549,1.496,1.448,1.322,1.394,1.358,1.347,1.349,1.257,1.23,1.159142857
        Bulgaria,distribution losses ,Europe,3.454,3.695,3.888,4.046,4.301,4.016,4.17,4.413,4.794,4.659,4.443,5.339,6.413,5.847,5.761,6.23,5.885,6.253,5.595,6.623,6.29,6.135,6.181,6.026,5.092,4.883,4.907,4.692,4.669,4.512,4.48,4.396,4.231,3.895,4.013,3.785,3.577,3.476,3.101884,2.767,2.595,2.429857143
        Croatia,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,1.487,1.48,1.584,1.66,1.908,1.794,2.314,2.059,2.036,2.461,2.077,2.543,2.224,2.131,1.909,2.026,1.706,2.019,2.022,1.831,1.887,1.944,1.764,1.802,1.807,1.765,1.824,1.659,1.725,1.787671057
        Cyprus,distribution losses ,Europe,0.064,0.07,0.081,0.072,0.075,0.076,0.089,0.09,0.107,0.107,0.111,0.134,0.158,0.13,0.125,0.115,0.149,0.173,0.176,0.196,0.188,0.233,0.167,0.159,0.213,0.164,0.221,0.215,0.153,0.189,0.22,0.16,0.137,0.186,0.173,0.215,0.263,0.228,0.158187,0.184,0.24,0.218524434
        Czechia,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,4.793,4.66,4.768,5.154,5.088,4.953,4.921,4.956,4.91,4.858,5.087,5.084,5.027,4.885,4.915,4.662,4.487,4.465999,4.405,4.187,4.097999,3.847,4.066999,4.08,4.374745,4.2693832,4.2999692,4.117,3.651
        Denmark,distribution losses ,Europe,1.971,1.791,1.808,2.146,2.102,2.24,2.095,2.196,2.233,2.345,2.468,2.526,2.234,2.436,1.692,2.342,3.199,2.144,2.293,1.97,2.104,2.375,2.091,2.049,1.81,1.527,1.568,1.947,2.175,2.365,2.624001,2.201001,2.149999,1.913998,1.973999,1.765406,1.87268,1.658616,2.088775,1.606065,1.061193,1.076
        Estonia,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,1.029,1.47,1.592,1.835,1.793,1.51,1.568,1.47,1.241,1.364,1.26,1.192,1.112,1.103,1.077,1.354,1.13,0.886,1.047,0.949001,0.879002,0.902999,0.842,0.697001,0.722999,0.779,0.7439999,0.5555151,0.5295132,0.44
        Faroe Islands,distribution losses ,Europe,0.01064,0.01099,0.01127,0.01127,0.01183,0.01274,0.0126,0.01288,0.01435,0.01442,0.01414,0.01358,0.01337,0.01213961,0.01180235,0.0117299,0.0122234,0.01229711,0.01284087,0.01349509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.02316,0.025,0.025229182
        Finland,distribution losses ,Europe,2.308,2.384,2.3,2.67,2.619,3.021,2.744,2.978,3.002,2.94,2.761,2.751,3.023,2.735,2.954,3.018,2.715,2.533,2.962,2.707,2.748,3.027,2.941,3.447,2.959,3.041,3.054,3.043,3.334,2.774,2.761002,2.693,2.909,2.602,2.766,2.434999,2.586,2.767998,3.0240001,3.0620001,3.0209999,3.2147404
        Former Czechoslovakia,distribution losses ,Europe,5.288,5.145,5.373,5.381,5.628,5.615,5.701,5.912,5.892,5.946,3.996,3.813,3.86,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Serbia and Montenegro,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,3.403,4.61,4.766,5.171,5.518,5.672,5.691,5.274,5.591,5.897,5.953,5.745,5.633,5.349,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Yugoslavia,distribution losses ,Europe,5.7,4.395,5.572,5.811,5.888,7.53,7.737,7.431,6.283,7.349,7.752,6.043,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        France,distribution losses ,Europe,17.301,17.901,18.204,19.677,21.369,23.19,23.616,24.999,24.549,26.075,27.703,30.238,28.735,29.861,26.269,30.15,31.982,29.626,31.477,30.154,30.411,30.638,30.898,31.749,31.735,32.231,31.805,31.613,33.481,34.878,35.414001,36.922671,37.855369,38.785214,34.526922,36.140431,37.478041,38.599301,38.620285,38.092724,35.8935321,38.1338833
        Germany,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,13.784,12.454,16.801,22.918,25.273,25.578,21.902,24.131,23.267,34.092,33.159,27.457,27.083,28.242,29.328,28.38,29.312,30.118,25.003,23.973999,24.799001,24.561999,24.474003,24.159001,25.605,25.758997,27.024001,26.6609999,27.474,26.939,26.582
"        Germany, East",distribution losses ,Europe,6.654,6.937,7.106,7.256,7.539,7.773,7.931,7.895,8.149,8.031,7.28056,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"        Germany, West",distribution losses ,Europe,15.918,15.167,15.013,16.812,15.163,16.469,14.355,13.231,13.855,14.426,16.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Gibraltar,distribution losses ,Europe,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.008,0.008,0.004,0.005,0.005,0.003,0.00581,0.00581,0.00581,0.00595,0.00609,0.00644,0.00672,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.006,0.006,0.006527,0.007,0.007,0.006980924
        Greece,distribution losses ,Europe,1.598,1.677,1.767,1.992,2.015,1.991,2.371,2.292,2.607,2.51,2.866,2.886,2.676,3.018,3.175,3.174,3.257,3.271,3.173,3.345,4.273,4.944,3.979,4.926,5.199,5.598,5.1,4.86,5.053,3.223,3.782997,2.819999,1.611,3.894999,4.149001,4.895,3.956998,1.101788,5.242,3.692416,5.213355,4.02
        Hungary,distribution losses ,Europe,2.366,2.949,3.182,3.325,3.46,3.59,3.836,4.017,4.219,4.143,4.036,3.871,2.841,4.358,4.253,4.749,4.679,4.736,4.916,4.892,4.84,4.676,4.399,4.24,3.98,3.941,3.964,3.959,3.888,3.604,3.800998,3.783999,3.683998,3.663,3.630999,3.694999,3.566,3.455999,3.357,3.292,3.139,3.0314049
        Iceland,distribution losses ,Europe,0.291,0.314,0.35,0.358,0.327,0.334,0.381,0.456,0.394,0.384,0.395,0.387,0.343,0.313,0.24,0.328,0.455,0.446,0.438,0.386,0.316,0.353,0.395,0.49,0.382,0.381,0.413,0.495,0.576,0.508,0.698999,0.503,0.485999,0.374,0.498,0.575999,0.489,0.591001,0.5541739,0.531,0.54,0.554
        Ireland,distribution losses ,Europe,1.094,1.146,1.191,1.163,1.129,1.067,1.072,0.976,1.147,1.2,1.276,1.372,1.406,1.429,1.484,1.513,1.635,1.656,1.918,1.847,2.02,1.907,1.966,2.036,2.036,2.049,2.116,2.172,2.222,2.101,2.098233,2.028184,2.00285,2.017238,2.028393,2.083988,2.134782,2.176184,2.235563,2.2739081,2.3134508,2.3969533
        Italy,distribution losses ,Europe,16.605,16.306,14.458,16.668,16.611,17.464,16.904,17.204,18.158,17.177,16.159,17.108,16.728,17.65,17.066,17.552,16.927,17.727,18.518,18.571,19.203,19.356,19.782,20.889,20.868,20.626,19.926,20.976,20.444,20.352,20.57,20.848002,21.000001,21.186999,19.450999,19.716999,18.753001,18.667622,17.9881589,17.81822,17.366,17.051
        Kosovo,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.953,0.964,0.939,0.941,0.929,0.879,0.818,0.999,1.174,1.317,1.125,1.145,0.945,0.945
        Latvia,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,1.013,1.176,1.284,1.272,1.456,1.326,1.194,1.11,0.992,0.99,0.993,0.902,0.885,0.836,0.818,0.798,0.798,0.741,0.7247,0.615869,0.559096,0.574888,0.464999,0.45057,0.475581,0.474293,0.4482328,0.4413554,0.3811101,0.3941375
        Lithuania,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,1.686,2.204,1.981,2.008,1.778,1.585,1.519,1.33,1.281,1.416,1.426,1.413,1.283,1.229,1.089,1.118,1.0153,0.9692,0.988999,0.872001,0.883001,0.872,0.815,0.792999,0.907029,0.913999,0.9344999,0.861611,0.951553,0.9263583
        Luxembourg,distribution losses ,Europe,0.025,0.07,0.075,0.063,0.053,0.04,0.024,0.031,0.099,0.094,0.09,0.109,0.106,0.097,0.096,0.136,0.1,0.098,0.143,0.126,0.041,0.041,0.041,0.041,0.039,0.116,0.114,0.114,0.117,0.116,0.1336,0.1657,0.1542,0.153102,0.1529,0.157602,0.1578,0.1559,0.1553001,0.151202,0.1382165,0.1465973
        Malta,distribution losses ,Europe,0.03542,0.03878,0.04256,0.06,0.065,0.074,0.08,0.087,0.095,0.1,0.1,0.11,0.12,0.12,0.141,0.152,0.218,0.221,0.21,0.227,0.235,0.256,0.27,0.294,0.291,0.256,0.276,0.314,0.332,0.339,0.169,0.187,0.226,0.187,0.132,0.179,0.216,0.144293,0.142797,0.158,0.128,0.128
        Montenegro,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.85,0.688,0.725,0.717,0.668,0.651,0.695,0.758,0.689,0.586,0.541,0.512,0.503,0.493,0.487,0.487
        Netherlands,distribution losses ,Europe,2.747,2.774,2.522,2.512,2.62,2.613,2.788,2.78,2.777,2.946,3.127,3.29,3.146,3.147,3.359,3.383,3.361,3.772,3.968,4.147,4.104,4.2,4.227,4.282,4.404,4.473,4.533,4.625,4.659,4.405,5.633,5.198001,5.191065,5.133,4.934001,5.264443,5.433832,5.41428,5.333822,5.058608,4.7885682,4.4144234
        North Macedonia,distribution losses ,Europe,--,--,--,--,--,--,--,--,--,--,--,--,0.439,0.601,0.644,0.701,0.804,0.816,0.866,0.978,1.031,1.071,1.236,1.307,1.377,1.592,1.683,1.509,1.444,1.187,1.279,1.388,1.296,1.152,1.069,1.036,1.007,1.004,0.994813,0.979,0.98,0.980972623
        Norway,distribution losses ,Europe,7.131,8.506,7.441,8.332,7.563,9.071,6.894,8.484,7.657,7.721,6.886,6.768,6.814,8.967,7.93,9.422,8.541,8.314,7.976,9,8.778,7.788,9.263,9.368,10.965,10,10.114,10.111,9.704,7.578,9.553998,7.298,9.158,8.06,7.605,7.469,9.169999,9.152999,9.00538,8.257,8.908998,9.0760562
        Poland,distribution losses ,Europe,12.195,11.424,10.847,11.391,13.585,14.298,13.567,14.962,13.868,12.951,10.56,13.983,15.108,16.929,17.303,18.07,18.033,16.685,15.33,14.572,14.234,14.197,14.4,14.46,14.431,14.563,14.021,14.416,12.589,12.533,11.851,10.638,10.884,10.247,10.25,10.534,9.495,9.996,8.894,8.951,9.995,9.25
        Portugal,distribution losses ,Europe,1.87,1.665,2.085,2.15,2.222,2.37,2.43,2.52,2.818,2.969,3.162,3.304,3.404,3.448,3.586,3.33,3.469,3.217,3.24,3.648,3.649,4.057,3.502,3.881,4.057,4.212,3.686,3.18,4.189,3.792,4.28,4.09,4.707,5.455,5.209,4.894,4.901,5.100801,5.06,4.947661,4.501381,4.479587
        Romania,distribution losses ,Europe,4.026,3.892,3.851,3.814,3.891,3.855,4.113,4.052,4.295,4.635,5.929,5.864,5.525,5.628,5.065,6.738,7.186,6.6,6.45,6.387,6.629,6.814,6.686,4.774,6.073,6.08,6.578,6.751,7.19,7.029,7.058,7.141,7.062,7.021,7.097,7.161,7.125,6.994,7.056474,6.501,6.202,6.689595316
